cve,cvss,epss,percentile
CVE-2008-3991,4.0,0.0023400000,0.6105700000
CVE-2008-3992,5.5,0.0022400000,0.6025500000
CVE-2008-3994,5.5,0.0062200000,0.7641100000
CVE-2008-3995,5.5,0.1553400000,0.9524200000
CVE-2008-3996,5.5,0.1018000000,0.9425400000
CVE-2008-3997,4.0,0.0085500000,0.8029300000
CVE-2008-3999,4.0,0.0109500000,0.8271200000
CVE-2008-4005,4.3,0.0028600000,0.6502500000
CVE-2008-4006,10.0,0.0259600000,0.8903100000
CVE-2008-4007,6.5,0.0019400000,0.5681800000
CVE-2008-4014,5.5,0.0062200000,0.7641100000
CVE-2008-4015,5.5,0.0072500000,0.7841800000
CVE-2008-4016,4.0,0.0015800000,0.5182000000
CVE-2008-4017,5.0,0.0045300000,0.7225900000
CVE-2008-4019,9.3,0.9474500000,0.9899000000
CVE-2008-4024,9.3,0.9490200000,0.9902700000
CVE-2008-4025,9.3,0.9136000000,0.9853600000
CVE-2008-4026,9.3,0.8865400000,0.9832400000
CVE-2008-4027,9.3,0.9500300000,0.9904200000
CVE-2008-4028,9.3,0.9387100000,0.9884400000
CVE-2008-4030,9.3,0.9323400000,0.9875400000
CVE-2008-4031,9.3,0.9323400000,0.9875400000
CVE-2008-4097,4.6,0.0007700000,0.3186200000
CVE-2008-4098,4.6,0.0004400000,0.0841200000
CVE-2008-4109,5.0,0.0416200000,0.9115200000
CVE-2008-4114,7.1,0.0716000000,0.9320700000
CVE-2008-4127,4.3,0.0478300000,0.9175100000
CVE-2008-4226,10.0,0.0185500000,0.8695800000
CVE-2008-4242,6.8,0.0159900000,0.8588200000
CVE-2008-4250,10.0,0.9744100000,0.9993100000
CVE-2008-4252,8.5,0.9226300000,0.9862800000
CVE-2008-4253,8.5,0.9305400000,0.9872900000
CVE-2008-4254,8.5,0.9686500000,0.9958600000
CVE-2008-4255,9.3,0.9671400000,0.9952300000
CVE-2008-4256,8.5,0.9305400000,0.9872900000
CVE-2008-4264,9.3,0.9710900000,0.9969700000
CVE-2008-4265,9.3,0.9710300000,0.9969400000
CVE-2008-4266,9.3,0.7534000000,0.9778400000
CVE-2008-4359,7.5,0.0101200000,0.8198600000
CVE-2008-4360,7.5,0.0104800000,0.8229900000
CVE-2008-4411,4.3,0.0026300000,0.6350900000
CVE-2008-4419,7.8,0.0038200000,0.6984200000
CVE-2008-4456,2.6,0.0143300000,0.8502000000
CVE-2008-4546,4.3,0.0075000000,0.7881400000
CVE-2008-4609,7.1,0.0505200000,0.9196200000
CVE-2008-4770,10.0,0.0765000000,0.9337500000
CVE-2008-4812,9.3,0.3658400000,0.9666800000
CVE-2008-4813,9.3,0.7944000000,0.9790300000
CVE-2008-4814,9.3,0.3298900000,0.9649100000
CVE-2008-4815,7.5,0.0060100000,0.7594400000
CVE-2008-4816,4.3,0.0069200000,0.7780900000
CVE-2008-4817,9.3,0.3765400000,0.9672200000
CVE-2008-4834,10.0,0.9216100000,0.9861500000
CVE-2008-4835,10.0,0.9189900000,0.9858900000
CVE-2008-4837,9.3,0.9448200000,0.9894400000
CVE-2008-4963,7.1,0.0197800000,0.8742000000
CVE-2008-5044,4.0,0.0004300000,0.0802300000
CVE-2008-5077,5.8,0.0074800000,0.7876400000
CVE-2008-5108,6.8,0.0137000000,0.8471100000
CVE-2008-5161,2.6,0.0104900000,0.8231000000
CVE-2008-5339,5.0,0.0300100000,0.8970500000
CVE-2008-5340,10.0,0.0182900000,0.8683700000
CVE-2008-5341,5.0,0.0094400000,0.8131800000
CVE-2008-5342,5.0,0.0094400000,0.8131800000
CVE-2008-5343,9.0,0.0313800000,0.8991600000
CVE-2008-5344,7.5,0.0195700000,0.8733800000
CVE-2008-5345,7.5,0.0086100000,0.8035500000
CVE-2008-5347,7.5,0.0182900000,0.8683700000
CVE-2008-5348,7.1,0.0610000000,0.9264200000
CVE-2008-5350,5.0,0.0108300000,0.8262700000
CVE-2008-5351,7.5,0.0172000000,0.8635800000
CVE-2008-5353,10.0,0.9722100000,0.9976400000
CVE-2008-5354,9.3,0.4193700000,0.9686700000
CVE-2008-5356,9.3,0.4316500000,0.9689600000
CVE-2008-5357,9.3,0.1831100000,0.9555400000
CVE-2008-5359,9.3,0.1895500000,0.9562100000
CVE-2008-5360,6.4,0.0082300000,0.7991600000
CVE-2008-5364,9.3,0.0272000000,0.8927800000
CVE-2008-5416,9.0,0.9730700000,0.9981700000
CVE-2008-5436,5.5,0.0055300000,0.7484000000
CVE-2008-5437,5.5,0.0072500000,0.7841800000
CVE-2008-5438,4.3,0.0032900000,0.6749800000
CVE-2008-5439,4.0,0.0051200000,0.7385200000
CVE-2008-5441,5.0,0.6772200000,0.9755600000
CVE-2008-5442,5.0,0.6772200000,0.9755600000
CVE-2008-5443,5.0,0.6772200000,0.9755600000
CVE-2008-5444,10.0,0.9372200000,0.9882400000
CVE-2008-5445,5.0,0.0091900000,0.8105700000
CVE-2008-5446,3.5,0.0025400000,0.6276300000
CVE-2008-5447,5.5,0.0062200000,0.7641100000
CVE-2008-5448,10.0,0.9742200000,0.9990900000
CVE-2008-5449,10.0,0.6772200000,0.9755600000
CVE-2008-5450,1.2,0.0006200000,0.2463700000
CVE-2008-5451,4.0,0.0015800000,0.5182000000
CVE-2008-5454,4.9,0.0014800000,0.5035900000
CVE-2008-5457,10.0,0.9687700000,0.9959000000
CVE-2008-5458,5.5,0.0062200000,0.7641100000
CVE-2008-5459,5.0,0.0038200000,0.6982000000
CVE-2008-5460,2.6,0.0027200000,0.6415200000
CVE-2008-5461,6.8,0.0101500000,0.8201700000
CVE-2008-5462,6.8,0.0042200000,0.7121500000
CVE-2008-5515,5.0,0.0030200000,0.6601300000
CVE-2008-5557,10.0,0.0374300000,0.9070000000
CVE-2008-5624,7.5,0.0160400000,0.8591700000
CVE-2008-5625,7.5,0.0160400000,0.8591700000
CVE-2008-5658,7.5,0.0079700000,0.7959600000
CVE-2008-5814,2.6,0.0032000000,0.6703100000
CVE-2008-7068,6.4,0.0093900000,0.8126900000
CVE-2008-7247,6.0,0.0067800000,0.7756400000
CVE-2008-7265,4.0,0.0014700000,0.5028500000
CVE-2008-7270,4.3,0.0079800000,0.7960800000
CVE-2009-0023,4.3,0.0098400000,0.8171200000
CVE-2009-0033,5.0,0.0094700000,0.8135700000
CVE-2009-0037,6.8,0.0089300000,0.8076700000
CVE-2009-0090,9.3,0.7551700000,0.9779100000
CVE-2009-0091,9.3,0.5835000000,0.9732200000
CVE-2009-0100,9.3,0.9190600000,0.9859000000
CVE-2009-0193,9.3,0.2356800000,0.9597700000
CVE-2009-0198,9.3,0.2071700000,0.9577500000
CVE-2009-0217,5.0,0.9728100000,0.9980100000
CVE-2009-0220,9.3,0.9238400000,0.9864500000
CVE-2009-0221,9.3,0.9397700000,0.9885700000
CVE-2009-0222,9.3,0.8740700000,0.9825800000
CVE-2009-0223,9.3,0.9103600000,0.9850600000
CVE-2009-0224,9.3,0.8977300000,0.9839800000
CVE-2009-0225,9.3,0.9402700000,0.9886200000
CVE-2009-0226,9.3,0.9511500000,0.9906600000
CVE-2009-0227,9.3,0.9442200000,0.9893300000
CVE-2009-0238,9.3,0.6485300000,0.9747700000
CVE-2009-0320,4.0,0.0004600000,0.1428900000
CVE-2009-0419,5.0,0.0043100000,0.7151100000
CVE-2009-0470,4.3,0.0017500000,0.5428900000
CVE-2009-0471,6.8,0.0011800000,0.4538800000
CVE-2009-0508,7.5,0.0074000000,0.7865500000
CVE-2009-0509,9.3,0.3391200000,0.9653100000
CVE-2009-0510,9.3,0.3638700000,0.9665700000
CVE-2009-0511,9.3,0.3638700000,0.9665700000
CVE-2009-0512,9.3,0.3638700000,0.9665700000
CVE-2009-0549,9.3,0.8833600000,0.9830600000
CVE-2009-0556,9.3,0.9652800000,0.9944400000
CVE-2009-0557,9.3,0.9709300000,0.9969100000
CVE-2009-0558,9.3,0.9513700000,0.9907200000
CVE-2009-0559,9.3,0.9703600000,0.9966300000
CVE-2009-0560,9.3,0.9639600000,0.9939700000
CVE-2009-0561,9.3,0.9457000000,0.9896400000
CVE-2009-0562,9.3,0.9290100000,0.9871000000
CVE-2009-0563,9.3,0.9031100000,0.9843400000
CVE-2009-0565,9.3,0.8920500000,0.9836200000
CVE-2009-0566,9.3,0.6003100000,0.9735800000
CVE-2009-0580,4.3,0.9725300000,0.9978300000
CVE-2009-0658,7.8,0.9662500000,0.9948800000
CVE-2009-0781,4.3,0.1015900000,0.9425100000
CVE-2009-0783,4.2,0.0004800000,0.1519400000
CVE-2009-0819,4.0,0.0404600000,0.9103300000
CVE-2009-0888,9.3,0.3162400000,0.9643800000
CVE-2009-0889,9.3,0.3162400000,0.9643800000
CVE-2009-0901,9.3,0.9602000000,0.9928200000
CVE-2009-0927,9.3,0.9731900000,0.9982600000
CVE-2009-0928,10.0,0.5610300000,0.9725600000
CVE-2009-0972,6.5,0.0023500000,0.6112800000
CVE-2009-0973,5.0,0.0160700000,0.8593400000
CVE-2009-0975,5.5,0.0025800000,0.6313100000
CVE-2009-0976,5.5,0.0073300000,0.7856000000
CVE-2009-0977,5.5,0.1154500000,0.9458300000
CVE-2009-0978,5.5,0.8181000000,0.9798000000
CVE-2009-0979,9.0,0.0036900000,0.6935800000
CVE-2009-0980,5.5,0.0054700000,0.7471400000
CVE-2009-0981,4.0,0.2582400000,0.9612100000
CVE-2009-0984,5.5,0.0052900000,0.7427600000
CVE-2009-0985,7.1,0.0036900000,0.6935800000
CVE-2009-0986,5.4,0.0053500000,0.7442200000
CVE-2009-0987,5.5,0.0073300000,0.7855700000
CVE-2009-0988,2.1,0.0060300000,0.7600400000
CVE-2009-0991,5.0,0.1081800000,0.9441500000
CVE-2009-0992,5.5,0.1154500000,0.9458300000
CVE-2009-0997,4.0,0.0073300000,0.7856000000
CVE-2009-1007,6.5,0.0033300000,0.6774500000
CVE-2009-1015,4.0,0.0051700000,0.7398000000
CVE-2009-1018,5.5,0.0279600000,0.8940900000
CVE-2009-1019,7.5,0.1160600000,0.9459900000
CVE-2009-1020,9.0,0.0495500000,0.9186800000
CVE-2009-1021,5.5,0.0073300000,0.7855700000
CVE-2009-1061,9.3,0.0813800000,0.9355700000
CVE-2009-1062,9.3,0.1483800000,0.9512800000
CVE-2009-1093,5.0,0.1498200000,0.9514900000
CVE-2009-1094,10.0,0.0249100000,0.8882100000
CVE-2009-1095,10.0,0.8951800000,0.9838200000
CVE-2009-1096,10.0,0.4215000000,0.9687100000
CVE-2009-1097,9.3,0.2020000000,0.9573400000
CVE-2009-1098,9.3,0.2908300000,0.9631200000
CVE-2009-1100,5.0,0.1369200000,0.9495000000
CVE-2009-1101,5.0,0.1571300000,0.9525900000
CVE-2009-1102,6.4,0.0797800000,0.9350400000
CVE-2009-1122,7.5,0.1157800000,0.9459300000
CVE-2009-1128,9.3,0.9103600000,0.9850600000
CVE-2009-1129,9.3,0.9442200000,0.9893300000
CVE-2009-1130,9.3,0.8520600000,0.9813400000
CVE-2009-1131,9.3,0.9202400000,0.9859800000
CVE-2009-1134,9.3,0.9149500000,0.9854900000
CVE-2009-1136,9.3,0.9663200000,0.9949400000
CVE-2009-1137,9.3,0.9451700000,0.9895100000
CVE-2009-1191,5.0,0.0031200000,0.6655400000
CVE-2009-1195,4.9,0.0004800000,0.1483400000
CVE-2009-1260,9.3,0.8923800000,0.9836500000
CVE-2009-1271,5.0,0.0892600000,0.9384600000
CVE-2009-1272,5.0,0.0155100000,0.8565600000
CVE-2009-1335,4.3,0.0117900000,0.8340700000
CVE-2009-1377,5.0,0.0530200000,0.9214900000
CVE-2009-1378,5.0,0.0475000000,0.9170100000
CVE-2009-1379,5.0,0.1173500000,0.9463200000
CVE-2009-1386,5.0,0.0506400000,0.9197000000
CVE-2009-1387,5.0,0.0373500000,0.9069200000
CVE-2009-1418,4.3,0.0019200000,0.5644500000
CVE-2009-1492,9.3,0.9588100000,0.9924600000
CVE-2009-1493,6.8,0.9698300000,0.9963800000
CVE-2009-1533,9.3,0.9163600000,0.9856100000
CVE-2009-1534,9.3,0.9539300000,0.9912700000
CVE-2009-1535,7.5,0.9646700000,0.9942000000
CVE-2009-1671,9.3,0.0227100000,0.8832200000
CVE-2009-1855,9.3,0.5974800000,0.9735400000
CVE-2009-1856,9.3,0.4903100000,0.9708400000
CVE-2009-1857,9.3,0.0108800000,0.8266100000
CVE-2009-1858,9.3,0.4230700000,0.9687500000
CVE-2009-1859,9.3,0.2918000000,0.9631800000
CVE-2009-1860,9.3,0.0708000000,0.9318300000
CVE-2009-1861,9.3,0.1819500000,0.9554600000
CVE-2009-1862,9.3,0.2940500000,0.9632900000
CVE-2009-1863,9.3,0.0063400000,0.7664500000
CVE-2009-1864,9.3,0.0060200000,0.7597800000
CVE-2009-1865,9.3,0.0057000000,0.7524500000
CVE-2009-1866,9.3,0.0060200000,0.7597800000
CVE-2009-1867,4.3,0.0048900000,0.7328800000
CVE-2009-1868,9.3,0.0065200000,0.7701200000
CVE-2009-1869,9.3,0.4775100000,0.9703800000
CVE-2009-1870,4.9,0.0006400000,0.2665600000
CVE-2009-1886,9.3,0.0174000000,0.8644400000
CVE-2009-1888,5.8,0.0023900000,0.6154100000
CVE-2009-1890,7.1,0.0164900000,0.8610100000
CVE-2009-1891,7.1,0.0026900000,0.6394500000
CVE-2009-1925,10.0,0.9233900000,0.9864000000
CVE-2009-1926,7.8,0.9342200000,0.9878400000
CVE-2009-1930,10.0,0.3276100000,0.9648300000
CVE-2009-1955,5.0,0.0097300000,0.8159800000
CVE-2009-1956,6.4,0.0843100000,0.9364900000
CVE-2009-1963,7.5,0.0297100000,0.8967200000
CVE-2009-1964,5.5,0.0279600000,0.8940900000
CVE-2009-1965,5.4,0.0044900000,0.7212900000
CVE-2009-1966,5.5,0.0073300000,0.7855700000
CVE-2009-1967,5.5,0.0073300000,0.7855700000
CVE-2009-1968,4.3,0.8914400000,0.9835600000
CVE-2009-1969,2.1,0.0050300000,0.7364500000
CVE-2009-1970,5.0,0.0491200000,0.9184200000
CVE-2009-1971,3.5,0.0025300000,0.6271800000
CVE-2009-1972,2.1,0.0203500000,0.8761700000
CVE-2009-1973,5.5,0.0073300000,0.7855700000
CVE-2009-1979,10.0,0.9658400000,0.9947000000
CVE-2009-1985,10.0,0.0144800000,0.8509500000
CVE-2009-1991,3.6,0.4342400000,0.9690600000
CVE-2009-1992,10.0,0.0118400000,0.8345800000
CVE-2009-1993,5.5,0.0203500000,0.8761700000
CVE-2009-1994,6.5,0.0033300000,0.6774500000
CVE-2009-1995,4.9,0.0024400000,0.6185900000
CVE-2009-1996,4.0,0.0009700000,0.4011300000
CVE-2009-1997,5.0,0.0050400000,0.7367300000
CVE-2009-2000,5.0,0.0050400000,0.7367300000
CVE-2009-2001,6.5,0.0033300000,0.6774500000
CVE-2009-2028,10.0,0.0116900000,0.8334200000
CVE-2009-2090,5.0,0.0094400000,0.8132300000
CVE-2009-2091,5.0,0.0034700000,0.6833900000
CVE-2009-2092,7.5,0.0038800000,0.7008800000
CVE-2009-2186,9.3,0.0084100000,0.8012300000
CVE-2009-2395,7.5,0.0007700000,0.3192300000
CVE-2009-2412,10.0,0.0199200000,0.8747200000
CVE-2009-2493,9.3,0.6411800000,0.9745900000
CVE-2009-2494,10.0,0.9439200000,0.9892900000
CVE-2009-2495,7.8,0.0418900000,0.9117700000
CVE-2009-2496,9.3,0.7408700000,0.9774400000
CVE-2009-2497,9.3,0.5835000000,0.9732200000
CVE-2009-2498,9.3,0.9186100000,0.9858500000
CVE-2009-2499,8.5,0.9636600000,0.9938600000
CVE-2009-2500,9.3,0.9428900000,0.9890300000
CVE-2009-2501,9.3,0.9214800000,0.9861000000
CVE-2009-2502,9.3,0.9269600000,0.9868600000
CVE-2009-2503,9.3,0.7677600000,0.9783100000
CVE-2009-2504,9.3,0.3529500000,0.9661100000
CVE-2009-2518,9.3,0.4398500000,0.9692700000
CVE-2009-2521,5.0,0.9705500000,0.9967200000
CVE-2009-2528,9.3,0.9268800000,0.9868600000
CVE-2009-2564,7.2,0.0004300000,0.0808600000
CVE-2009-2625,5.0,0.0223000000,0.8820600000
CVE-2009-2687,4.3,0.0103600000,0.8217900000
CVE-2009-2693,5.8,0.0037800000,0.6969400000
CVE-2009-2699,5.0,0.0156300000,0.8570700000
CVE-2009-2901,4.3,0.0020000000,0.5738900000
CVE-2009-2902,4.3,0.0053400000,0.7438000000
CVE-2009-2948,1.9,0.0006300000,0.2594900000
CVE-2009-2949,9.3,0.1336200000,0.9489800000
CVE-2009-2950,9.3,0.0534700000,0.9217800000
CVE-2009-2979,4.3,0.0102600000,0.8209400000
CVE-2009-2980,9.3,0.8111300000,0.9795000000
CVE-2009-2981,9.3,0.0114200000,0.8310200000
CVE-2009-2982,9.3,0.0087700000,0.8054200000
CVE-2009-2983,9.3,0.9506300000,0.9905400000
CVE-2009-2984,9.3,0.0066100000,0.7722800000
CVE-2009-2985,9.3,0.0307900000,0.8983800000
CVE-2009-2986,9.3,0.0085500000,0.8028900000
CVE-2009-2987,4.3,0.0102600000,0.8209400000
CVE-2009-2988,4.3,0.0021700000,0.5925800000
CVE-2009-2989,9.3,0.2072400000,0.9577600000
CVE-2009-2990,9.3,0.9717300000,0.9973400000
CVE-2009-2991,9.3,0.1867300000,0.9559600000
CVE-2009-2992,4.3,0.0021700000,0.5925800000
CVE-2009-2993,9.3,0.2902000000,0.9631000000
CVE-2009-2994,9.3,0.0208900000,0.8779100000
CVE-2009-2995,4.3,0.0029800000,0.6580100000
CVE-2009-2996,9.3,0.0148200000,0.8527200000
CVE-2009-2997,9.3,0.0085500000,0.8028900000
CVE-2009-2998,9.3,0.7625600000,0.9781400000
CVE-2009-3023,9.0,0.9738900000,0.9988200000
CVE-2009-3094,2.6,0.0013100000,0.4756900000
CVE-2009-3095,5.0,0.0034000000,0.6803100000
CVE-2009-3099,10.0,0.0100900000,0.8196300000
CVE-2009-3126,9.3,0.9428900000,0.9890300000
CVE-2009-3127,9.3,0.7521300000,0.9778100000
CVE-2009-3128,9.3,0.8583600000,0.9817400000
CVE-2009-3129,9.3,0.9701100000,0.9965000000
CVE-2009-3130,9.3,0.8965000000,0.9839100000
CVE-2009-3131,9.3,0.7109800000,0.9766300000
CVE-2009-3132,9.3,0.8746600000,0.9826000000
CVE-2009-3133,9.3,0.7109800000,0.9766300000
CVE-2009-3134,9.3,0.8723700000,0.9824200000
CVE-2009-3244,9.3,0.8294000000,0.9801500000
CVE-2009-3291,7.5,0.0118000000,0.8342300000
CVE-2009-3292,7.5,0.0181100000,0.8675800000
CVE-2009-3293,7.5,0.0178400000,0.8662300000
CVE-2009-3294,5.0,0.0152700000,0.8553000000
CVE-2009-3301,9.3,0.4709700000,0.9700600000
CVE-2009-3302,9.3,0.3720300000,0.9670500000
CVE-2009-3410,3.6,0.0010500000,0.4234600000
CVE-2009-3411,4.9,0.0010500000,0.4234600000
CVE-2009-3412,1.0,0.0004300000,0.0588800000
CVE-2009-3413,3.2,0.0010200000,0.4106600000
CVE-2009-3414,4.9,0.0008800000,0.3693800000
CVE-2009-3415,9.0,0.0044800000,0.7208900000
CVE-2009-3431,5.0,0.0915500000,0.9392700000
CVE-2009-3458,9.3,0.7625600000,0.9781400000
CVE-2009-3459,9.3,0.9725600000,0.9978600000
CVE-2009-3460,9.3,0.0148200000,0.8527200000
CVE-2009-3461,9.3,0.0048300000,0.7309300000
CVE-2009-3462,5.1,0.0104500000,0.8226600000
CVE-2009-3463,9.3,0.0604400000,0.9261600000
CVE-2009-3464,9.3,0.0564400000,0.9238900000
CVE-2009-3465,9.3,0.0564400000,0.9238900000
CVE-2009-3466,9.3,0.0415200000,0.9114500000
CVE-2009-3548,7.5,0.1708400000,0.9542600000
CVE-2009-3555,5.8,0.0024600000,0.6209400000
CVE-2009-3557,5.0,0.0069600000,0.7790000000
CVE-2009-3558,6.8,0.0193200000,0.8726400000
CVE-2009-3560,5.0,0.0156300000,0.8571600000
CVE-2009-3639,5.8,0.0047300000,0.7281200000
CVE-2009-3678,9.3,0.0475200000,0.9170200000
CVE-2009-3720,5.0,0.0167300000,0.8617900000
CVE-2009-3728,5.0,0.0070000000,0.7797300000
CVE-2009-3729,5.0,0.0250700000,0.8884800000
CVE-2009-3793,9.3,0.0118100000,0.8343500000
CVE-2009-3794,9.3,0.5701600000,0.9728600000
CVE-2009-3796,9.3,0.0051100000,0.7383400000
CVE-2009-3797,9.3,0.0103100000,0.8213500000
CVE-2009-3798,9.3,0.0103100000,0.8213500000
CVE-2009-3799,9.3,0.2191500000,0.9586400000
CVE-2009-3800,9.3,0.0063400000,0.7662900000
CVE-2009-3864,7.5,0.0246600000,0.8877300000
CVE-2009-3865,9.3,0.0106200000,0.8245400000
CVE-2009-3866,9.3,0.0932200000,0.9398100000
CVE-2009-3867,9.3,0.9243000000,0.9865000000
CVE-2009-3868,9.3,0.0159300000,0.8586100000
CVE-2009-3869,9.3,0.9433000000,0.9891000000
CVE-2009-3871,9.3,0.2595300000,0.9612900000
CVE-2009-3872,9.3,0.0188500000,0.8708000000
CVE-2009-3873,9.3,0.0186700000,0.8700100000
CVE-2009-3874,9.3,0.2621100000,0.9614600000
CVE-2009-3875,5.0,0.0060200000,0.7596600000
CVE-2009-3876,5.0,0.1252200000,0.9476600000
CVE-2009-3877,5.0,0.1388800000,0.9497200000
CVE-2009-3879,7.5,0.0077100000,0.7917200000
CVE-2009-3880,5.0,0.0052200000,0.7410000000
CVE-2009-3881,7.5,0.0188600000,0.8708200000
CVE-2009-3882,7.5,0.0085800000,0.8032400000
CVE-2009-3883,7.5,0.0085800000,0.8032400000
CVE-2009-3884,5.0,0.0073800000,0.7861500000
CVE-2009-3885,5.0,0.0111000000,0.8283800000
CVE-2009-3886,7.5,0.0033700000,0.6792300000
CVE-2009-3951,7.1,0.0069600000,0.7789400000
CVE-2009-3953,10.0,0.9698800000,0.9964000000
CVE-2009-3954,10.0,0.0209800000,0.8782200000
CVE-2009-3955,10.0,0.7981700000,0.9791400000
CVE-2009-3956,10.0,0.0210500000,0.8783900000
CVE-2009-3957,5.0,0.0084800000,0.8020800000
CVE-2009-3958,10.0,0.8878700000,0.9833100000
CVE-2009-3959,10.0,0.3379400000,0.9652600000
CVE-2009-4002,9.3,0.3543300000,0.9661500000
CVE-2009-4003,9.3,0.2410900000,0.9601700000
CVE-2009-4017,5.0,0.0282200000,0.8944900000
CVE-2009-4019,4.0,0.1114300000,0.9449100000
CVE-2009-4028,6.8,0.0051700000,0.7398800000
CVE-2009-4030,4.4,0.0004400000,0.0841200000
CVE-2009-4073,5.0,0.0028200000,0.6482300000
CVE-2009-4142,4.3,0.0199700000,0.8749600000
CVE-2009-4143,10.0,0.0146300000,0.8518200000
CVE-2009-4185,4.3,0.0047700000,0.7292000000
CVE-2009-4189,10.0,0.0082000000,0.7986300000
CVE-2009-4324,9.3,0.9707600000,0.9968200000
CVE-2009-4484,7.5,0.9719500000,0.9975000000
CVE-2009-4565,7.5,0.0054100000,0.7457900000
CVE-2009-4611,7.5,0.0076800000,0.7912700000
CVE-2009-5038,7.8,0.0025900000,0.6321800000
CVE-2009-5040,6.8,0.0022900000,0.6070400000
CVE-2010-0019,9.3,0.7929300000,0.9789600000
CVE-2010-0024,5.0,0.0217200000,0.8804800000
CVE-2010-0025,5.0,0.3779200000,0.9672800000
CVE-2010-0071,10.0,0.0133800000,0.8450200000
CVE-2010-0076,6.0,0.0044800000,0.7208900000
CVE-2010-0082,5.1,0.0281900000,0.8944300000
CVE-2010-0084,5.0,0.0074100000,0.7868200000
CVE-2010-0085,5.1,0.0269600000,0.8923100000
CVE-2010-0087,7.5,0.0376400000,0.9072700000
CVE-2010-0088,6.8,0.0377100000,0.9073600000
CVE-2010-0089,5.0,0.0471900000,0.9168000000
CVE-2010-0090,5.8,0.0073800000,0.7862300000
CVE-2010-0091,4.3,0.0074100000,0.7868200000
CVE-2010-0092,5.1,0.0284700000,0.8948900000
CVE-2010-0093,5.1,0.0281900000,0.8944300000
CVE-2010-0094,7.5,0.9224200000,0.9862500000
CVE-2010-0095,6.8,0.0613600000,0.9266700000
CVE-2010-0127,8.8,0.0436300000,0.9134700000
CVE-2010-0128,9.3,0.0765000000,0.9337600000
CVE-2010-0129,8.8,0.0417300000,0.9116400000
CVE-2010-0130,8.8,0.0665000000,0.9296900000
CVE-2010-0186,6.8,0.0347200000,0.9036300000
CVE-2010-0187,4.3,0.8923700000,0.9836400000
CVE-2010-0188,9.3,0.9749700000,0.9997100000
CVE-2010-0190,4.3,0.0065300000,0.7702900000
CVE-2010-0191,9.3,0.0213000000,0.8792300000
CVE-2010-0192,9.3,0.1384000000,0.9496700000
CVE-2010-0193,9.3,0.0264600000,0.8912300000
CVE-2010-0194,9.3,0.0526400000,0.9210900000
CVE-2010-0195,9.3,0.0417500000,0.9116700000
CVE-2010-0196,9.3,0.1384000000,0.9496700000
CVE-2010-0197,9.3,0.0526400000,0.9210900000
CVE-2010-0198,9.3,0.0226700000,0.8830900000
CVE-2010-0199,9.3,0.0226700000,0.8830900000
CVE-2010-0201,9.3,0.0526400000,0.9210900000
CVE-2010-0202,9.3,0.0226700000,0.8830900000
CVE-2010-0203,9.3,0.0226700000,0.8830900000
CVE-2010-0204,9.3,0.0204400000,0.8765200000
CVE-2010-0209,9.3,0.0127900000,0.8412800000
CVE-2010-0252,9.3,0.9688200000,0.9959600000
CVE-2010-0255,4.3,0.9670300000,0.9951800000
CVE-2010-0257,9.3,0.9412000000,0.9887400000
CVE-2010-0258,9.3,0.9514700000,0.9907600000
CVE-2010-0260,9.3,0.9276300000,0.9869800000
CVE-2010-0261,9.3,0.9390500000,0.9884800000
CVE-2010-0262,9.3,0.9534100000,0.9911700000
CVE-2010-0263,9.3,0.9613300000,0.9931100000
CVE-2010-0264,9.3,0.9410100000,0.9887000000
CVE-2010-0266,9.3,0.9727300000,0.9979600000
CVE-2010-0386,4.3,0.0048400000,0.7313600000
CVE-2010-0395,9.3,0.0624000000,0.9273700000
CVE-2010-0408,5.0,0.0362700000,0.9055100000
CVE-2010-0425,10.0,0.9741500000,0.9990100000
CVE-2010-0434,4.3,0.0031600000,0.6679000000
CVE-2010-0480,9.3,0.9674700000,0.9953700000
CVE-2010-0484,6.8,0.0009600000,0.3968700000
CVE-2010-0485,6.8,0.0005900000,0.2323500000
CVE-2010-0557,7.5,0.0249800000,0.8883100000
CVE-2010-0734,6.8,0.0443200000,0.9140000000
CVE-2010-0738,5.0,0.9743300000,0.9991900000
CVE-2010-0772,4.0,0.0028400000,0.6496200000
CVE-2010-0782,4.3,0.0034800000,0.6845200000
CVE-2010-0787,4.4,0.0006300000,0.2524000000
CVE-2010-0811,9.3,0.9472400000,0.9898700000
CVE-2010-0815,9.3,0.9544400000,0.9914100000
CVE-2010-0816,9.3,0.9612600000,0.9930800000
CVE-2010-0817,4.3,0.8607800000,0.9818100000
CVE-2010-0819,7.2,0.0009600000,0.3968700000
CVE-2010-0821,9.3,0.9572200000,0.9920700000
CVE-2010-0822,9.3,0.9714800000,0.9972000000
CVE-2010-0823,9.3,0.9221700000,0.9862100000
CVE-2010-0824,9.3,0.9519500000,0.9908500000
CVE-2010-0837,7.5,0.0377100000,0.9073600000
CVE-2010-0838,7.5,0.5867200000,0.9732600000
CVE-2010-0839,7.5,0.0465800000,0.9162600000
CVE-2010-0840,7.5,0.9390000000,0.9884700000
CVE-2010-0841,7.5,0.1952000000,0.9567900000
CVE-2010-0842,7.5,0.9699600000,0.9964400000
CVE-2010-0843,7.5,0.1952000000,0.9567900000
CVE-2010-0844,7.5,0.0570400000,0.9243000000
CVE-2010-0845,5.1,0.0238500000,0.8858000000
CVE-2010-0846,7.5,0.1403900000,0.9500500000
